pricePerSqm,latitude,longitude,mindistometro,mindistouni,mindistotradecenter,mindistocenter
15000.0,52.234033333333336,21.1305,6.168346562088692,4.359570625961455,6.716942882400096,8.12511502053441
17919.48051948052,52.20588,21.0391,1.977335852579462,1.5547746064499655,1.5547746064499655,3.2484962012560277
22916.666666666668,52.1982,21.0238,0.7350374840519339,1.2241855241123432,1.2241855241123432,3.6076319865042237
25201.00804032161,52.2048991,21.0079866,0.8259191165344857,0.7057015914355017,0.7057015914355017,2.779539371494148
19950.0,52.2463,21.0695,1.821063216072025,1.459125335373769,3.356043112698955,4.350935296399673
21960.78431372549,52.2388487,21.0801895,2.7228493640683773,1.109259259322142,3.554954145693049,4.781590322169673
20659.340659340654,52.17120965,20.99440564,2.165495113441273,2.6257797071231064,2.3241744366064405,6.623471544198783
15200.0,52.269972,20.96648685,0.4461236364552224,0.364374101692706,2.7074396975640243,5.438697138383781
18333.33333333333,52.20078,21.03072,1.242815632223114,1.2723340238955068,1.2723340238955068,3.475814247891942
21500.0,52.2296756,21.0122287,0.13260704054773295,0.029416902082649698,0.06048641209553354,0.032407376829851925
17270.624518118737,52.17791,20.99475,1.9382742006272795,1.9042890791990916,2.010209231506745,5.886805816334158
11463.414634146342,52.1862305,20.8959044,6.086914818086517,6.3159734532994065,4.85302561383107,9.285256481591354
14231.499051233395,52.20944,21.03704,1.7775799582575498,1.3961745029424715,1.3961745029424715,2.8456020860145568
12916.666666666666,52.19241795,20.90344005,5.324027338261617,5.738720639180105,4.4437272565714565,8.492106584395733
17543.859649122805,52.21085165,20.96847554,2.391988763892299,2.2377216910301128,2.50080840033901,3.6317536968666624
13552.631578947368,52.2463,21.0695,1.821063216072025,1.459125335373769,3.356043112698955,4.350935296399673
24717.31448763251,52.2446005190752,21.0068192806308,0.35137430363826394,1.6925618366905109,1.5960914517076012,1.6846571252640383
18265.30612244898,52.2627,20.98599,0.7316656327596794,1.3901499552812728,3.260480556453089,4.065593918701306
13270.777479892762,52.34119999999999,20.9408,5.68800919050162,6.462994876674429,1.0168982771418489,13.311635203312111
22770.0,52.13568,21.06733,0.5183109731156214,0.8489738089068158,2.345103241448883,11.137598552526388
14179.10447761194,52.1561298,21.1116284,4.110253440985901,3.390482556950675,4.3114882996218284,10.665913140826895
25137.61467889908,52.254685,20.9919658,0.4816697516766195,2.1825203855765114,2.8557004027426993,3.0850737926487795
15909.09090909091,52.31147000000001,20.97453,3.702234582267197,4.211563934283851,3.715295414913258,9.439884892979101
20000.0,52.1607215,21.0819148,2.790819799027646,2.200507116901104,2.719424409171031,9.056990814973087
12605.263157894737,52.18952,20.89376,5.760564956870502,6.419632853838592,5.036322521708858,9.22726397895114
11512.287334593571,52.1847655,20.8683931,6.857818210476331,8.202107998776276,6.7257785476197665,11.007086674696023
12846.839671120246,52.3187,21.0505,2.944820172600066,8.134556808389625,4.110101087752769,10.242332880276113
12539.899680802551,52.24100113,20.97820091,1.2115050813653452,2.6172795828527935,1.162584084169568,2.612344677925794
16800.0,52.209,20.9633,2.672912846057341,2.309024725960838,2.713863665884247,4.039626686839023
16939.39393939394,52.2388689,20.9703551,0.7153493639206823,3.0096701166524626,0.6680807659486191,3.0057500047686987
15886.40909090909,52.33364,20.97332,5.62434143715378,6.231150358423809,2.728286991674351,11.852181867666946
19322.58064516129,52.17542,21.04965,1.6456367294016767,3.759644295672198,1.459108784443539,6.57850049639768
10267.605633802816,52.15142,21.03053,0.5676661906500132,2.635623589085421,2.025111761551956,8.811870383665925
15000.0,52.29690345,20.93873555,0.9135308072721329,1.5584695843832046,1.5584695843832046,8.981819510311238
13478.260869565218,52.206727,20.9720929,2.7341440166866326,1.7211658859329662,2.6327011786921957,3.732441784041101
11094.647156880905,52.2630714,21.145839,6.183099081259427,6.339414694889353,7.693854709933994,9.877652681034558
18863.636363636364,52.29659,20.93761,0.8392791591470955,1.5077745564493275,1.5077745564493275,8.995874858949596
21769.23076923077,52.25172,20.99816,0.8176047746945801,2.6213829678710474,2.428808997297106,2.6136171422270307
17634.680134680133,52.30923635,20.9915259,3.284583213736032,4.910085271380236,4.0560436452736655,8.949862306767816
22732.09549071618,52.2506,21.0338,0.420995061059068,2.7688982674374247,1.7918087078217357,2.76310239793566
17885.304659498208,52.2444366,21.0010234,0.06163244588207455,1.7974513621387709,1.5962910977580944,1.7897868514787063
24416.135881104037,52.23023,21.01484,0.2708673775363331,0.21591950375145702,0.23723238396270202,0.2152502613557706
15000.0,52.24548,20.95143,0.9512481129791021,2.5811838624549956,1.7102322121248674,4.478029028444329
21126.76056338028,52.2693286,20.9818745,0.15725745474356936,1.0764198629969137,3.5228338162542165,4.852525220867515
17750.0,52.2935,20.9458,0.9405384868727369,1.419755416845248,1.419755416845248,8.401306237609122
21467.025572005383,52.2305,20.97445,0.6115163720434337,2.5535033210840994,0.6143617663768344,2.55187583601267
12396.677685950412,52.3311,21.0467,4.247559225378206,9.007574300325594,5.396813634598443,11.524375360560832
16714.476955440812,52.1363,21.0497,0.6770703799864679,1.400464199787629,1.1714981925852344,10.7190023151091
16924.93946731235,52.26566,20.95996,1.0842917268017722,0.4744682318580099,2.6766047773559998,5.336153178308768
21579.72440944882,52.1556849,21.0750644,2.123705157856695,1.492271320134232,3.1255851401600396,9.310393531217233
17424.826522744796,52.17714,20.99276,2.098045489799316,1.956503130157574,1.909792355341483,5.998830926733047
18113.20754716981,52.14032,21.05108,0.4574695704109272,1.1195865467057424,1.4464191775650028,10.309732590110912
16996.55765920826,52.2061165,20.969095,2.8626871014678246,1.8024775436961011,2.5440924861971626,3.929076184702314
19653.65585486531,52.2241551,20.9460177,1.6001962138467867,4.350329767282742,1.7414049797251665,4.536774242676112
11486.486486486489,52.2531775,21.0361317,0.1380780317118619,3.0416651666235195,1.5170509202594735,3.0904485125853727
18828.571428571428,52.2103359,20.9712206,2.371905996243196,2.0863256640994026,2.573858275308143,3.5156009528832075
14300.0,52.2485062,21.0460446,0.24073073889647997,2.203112977202181,2.20358284639053,3.1345102203634365
16103.996895615055,52.276179,20.930817,1.2427254109635442,0.8102912609457819,0.8102912609457819,7.565501497094628
