pricePerSqm,latitude,longitude,rooms,buildingMaterial,type,buildYear,hasElevator,hasBalcony,condition,hasParkingSpace,squareMeters,hasSecurity,floorCount,floor,hasStorageRoom
21443.298969072166,52.23728713,20.99445391,2.0,concreteSlab,blockOfFlats,1970.0,yes,yes,not known,yes,38.8,yes,15.0,7.0,no
14000.0,52.2506287,20.8889317,3.0,brick,blockOfFlats,2008.0,yes,no,premium,no,75.0,no,4.0,4.0,no
12173.91304347826,52.2082413,21.0508627,3.0,brick,apartmentBuilding,1975.0,yes,no,low,yes,57.5,no,10.0,4.0,no
16890.213611525087,52.21689,20.980797,2.0,brick,tenement,1950.0,yes,yes,low,no,40.26,no,6.0,2.0,no
12467.532467532468,52.24381,20.91702,3.0,brick,blockOfFlats,1994.0,yes,no,not known,no,77.0,no,10.0,9.0,no
16960.16166281755,52.19776,20.95284,3.0,brick,blockOfFlats,2018.0,yes,yes,not known,no,69.28,yes,4.0,4.0,no
19806.763285024153,52.2863152,20.9097183,2.0,brick,blockOfFlats,2012.0,yes,no,premium,no,31.05,no,5.0,3.0,no
19094.548814290116,52.248936,21.0823415,2.0,brick,tenement,1937.0,no,yes,not known,no,32.47,no,2.0,1.0,no
15641.078411195718,52.14029,21.06499,2.0,concreteSlab,blockOfFlats,1982.0,no,yes,not known,no,48.59,no,3.0,1.0,yes
16341.923318667506,52.2296994,20.95452885,2.0,brick,tenement,1961.0,no,yes,premium,no,47.73,no,4.0,3.0,yes
23750.0,52.27064,20.97699,3.0,brick,tenement,1932.0,yes,no,not known,no,80.0,no,5.0,2.0,no
15185.185185185184,52.1378544,21.0291229,2.0,brick,apartmentBuilding,2008.0,yes,no,not known,yes,54.0,yes,5.0,2.0,no
16495.535714285714,52.23705,21.10082,2.0,brick,apartmentBuilding,2003.0,no,yes,not known,no,44.8,no,6.0,4.0,no
17001.545595054096,52.1851131,21.0228179,2.0,brick,apartmentBuilding,2002.0,yes,no,premium,yes,64.7,no,4.0,1.0,yes
16645.833333333332,52.17136598,21.03807381,2.0,concreteSlab,blockOfFlats,1980.0,no,yes,not known,no,48.0,no,4.0,4.0,no
12557.603686635945,52.194799,20.9000665,3.0,brick,apartmentBuilding,2002.0,yes,no,premium,yes,86.8,no,6.0,5.0,no
16159.420289855074,52.1913964,20.9279354,2.0,brick,apartmentBuilding,2023.0,yes,yes,not known,no,41.4,no,6.0,4.0,no
18155.844155844155,52.23711,20.99035,2.0,concreteSlab,blockOfFlats,1968.0,yes,no,not known,no,38.5,no,15.0,7.0,yes
13808.510638297872,52.287,21.03961,3.0,concreteSlab,blockOfFlats,1972.0,no,no,not known,no,47.0,no,10.0,10.0,yes
20000.0,52.1919221,20.9185945,2.0,brick,apartmentBuilding,2020.0,yes,no,premium,no,38.0,no,5.0,2.0,no
21724.137931034482,52.24327,21.00539,3.0,brick,tenement,1959.0,no,yes,not known,no,43.5,no,4.0,1.0,yes
30000.0,52.2693286,20.9818745,3.0,brick,blockOfFlats,2022.0,yes,no,not known,yes,80.0,yes,6.0,6.0,no
19260.639950295124,52.23205005,20.984847135000003,1.0,brick,tenement,1955.0,yes,no,not known,no,32.19,no,7.0,2.0,yes
20652.89256198347,52.1846701,21.0106472,5.0,brick,apartmentBuilding,2021.0,yes,no,not known,yes,121.0,no,8.0,7.0,no
25000.0,52.2334880839292,20.9873561503221,2.0,brick,apartmentBuilding,1999.0,yes,no,not known,no,52.04,yes,22.0,17.0,no
14646.643109540635,52.2674,20.9675,3.0,concreteSlab,blockOfFlats,1970.0,yes,yes,not known,yes,56.6,no,10.0,3.0,yes
16990.194116469884,52.23886000000001,20.92622,2.0,brick,blockOfFlats,2009.0,no,no,not known,no,49.97,no,5.0,1.0,no
26432.10749646393,52.20376,20.99614,2.0,brick,apartmentBuilding,2010.0,yes,yes,not known,no,56.56,no,7.0,4.0,no
21856.2874251497,52.26686,20.97776,1.0,brick,tenement,1938.0,no,no,not known,no,33.4,yes,4.0,4.0,yes
22561.52588555858,52.24087,21.02332,2.0,brick,blockOfFlats,1995.0,yes,yes,not known,no,36.7,no,5.0,3.0,no
15520.833333333334,52.26367,20.96639,3.0,concreteSlab,blockOfFlats,1966.0,no,yes,not known,no,48.0,no,4.0,4.0,yes
11990.595611285267,52.24033,21.11011,3.0,brick,blockOfFlats,2021.0,yes,yes,not known,no,63.8,yes,5.0,1.0,no
23571.428571428572,52.205270899999995,21.007826,3.0,brick,tenement,1950.0,no,yes,premium,no,70.0,no,4.0,2.0,yes
13897.515527950309,52.20957,21.05233,3.0,concreteSlab,blockOfFlats,1974.0,yes,no,not known,no,64.4,no,10.0,9.0,no
10943.396226415094,52.2623286,20.95783511,4.0,brick,blockOfFlats,1970.0,no,yes,not known,no,53.0,no,4.0,4.0,yes
15434.782608695652,52.2033,21.05185,4.0,concreteSlab,blockOfFlats,1970.0,yes,yes,not known,no,92.0,no,15.0,10.0,yes
12248.854423686993,52.27808475,20.92213587,3.0,concreteSlab,blockOfFlats,1975.0,yes,no,not known,no,56.74,no,15.0,15.0,no
16666.666666666668,52.2119947,20.9549123,3.0,brick,blockOfFlats,1998.0,yes,yes,not known,yes,99.0,no,5.0,3.0,no
16013.252346769741,52.2467,21.1853,2.0,brick,blockOfFlats,2012.0,no,no,not known,yes,36.22,yes,2.0,1.0,yes
15094.33962264151,52.177792,21.03375491,4.0,brick,blockOfFlats,1996.0,yes,yes,not known,yes,106.0,no,2.0,1.0,no
12476.410148878173,52.28131,21.17319,2.0,brick,blockOfFlats,1996.0,no,yes,not known,yes,47.69,no,1.0,1.0,yes
13816.666666666666,52.2559678,20.9275291,3.0,brick,blockOfFlats,1983.0,no,yes,low,no,60.0,no,10.0,7.0,yes
26039.583333333332,52.19806583,21.00518346,2.0,brick,tenement,1950.0,no,no,premium,no,48.0,no,2.0,1.0,no
13327.402135231316,52.1749383,21.05624963,3.0,concreteSlab,blockOfFlats,1976.0,yes,yes,not known,no,56.2,no,12.0,8.0,yes
25774.1935483871,52.24097,20.99999,1.0,brick,tenement,1840.0,no,no,not known,no,31.0,yes,3.0,2.0,yes
12306.338028169015,52.27370145,20.93007564,3.0,concreteSlab,blockOfFlats,1976.0,yes,no,low,no,56.8,no,15.0,1.0,no
16092.592592592593,52.17355925,21.04829144,2.0,brick,apartmentBuilding,2006.0,yes,no,premium,no,54.0,no,6.0,4.0,no
12075.471698113208,52.2823819,21.0653678,3.0,brick,blockOfFlats,1981.0,yes,no,not known,no,53.0,no,8.0,3.0,no
14529.374605180037,52.2986081,21.0309715,4.0,brick,apartmentBuilding,2023.0,yes,yes,not known,yes,79.15,no,4.0,2.0,no
14500.0,52.2422,20.8962,3.0,brick,apartmentBuilding,2023.0,yes,yes,not known,no,57.77,no,7.0,3.0,no
14275.36231884058,52.2297,21.0122,3.0,brick,apartmentBuilding,2013.0,yes,yes,not known,yes,69.0,yes,2.0,2.0,yes
12735.849056603774,52.13189,21.07645,5.0,brick,apartmentBuilding,2003.0,yes,no,low,yes,84.8,no,9.0,5.0,no
17866.666666666668,52.20208,20.9844,2.0,concreteSlab,blockOfFlats,1972.0,no,yes,not known,no,37.5,no,10.0,9.0,yes
19047.619047619046,52.268,21.0448,2.0,brick,apartmentBuilding,2022.0,yes,no,not known,yes,42.0,no,8.0,5.0,no
20630.434782608696,52.2314439,21.10866098,2.0,brick,apartmentBuilding,2022.0,yes,no,premium,yes,46.0,no,7.0,5.0,no
19565.217391304348,52.2506276,21.0269971,4.0,brick,apartmentBuilding,2019.0,yes,yes,premium,yes,115.0,no,7.0,2.0,no
15947.867298578198,52.17206,21.06718,2.0,concreteSlab,blockOfFlats,1976.0,yes,yes,not known,no,42.2,no,10.0,6.0,yes
11389.365351629503,52.22081,20.89981,3.0,concreteSlab,blockOfFlats,1980.0,yes,yes,low,no,58.3,no,10.0,10.0,yes
17709.65290093742,52.23226,21.03778,2.0,concreteSlab,blockOfFlats,1970.0,yes,no,not known,no,39.47,no,16.0,3.0,no
20903.954802259886,52.24717,21.00612,2.0,brick,blockOfFlats,1961.0,no,yes,not known,no,35.4,no,4.0,3.0,yes
19880.95238095238,52.2021,20.9555,3.0,brick,apartmentBuilding,2005.0,yes,yes,premium,yes,42.0,yes,3.0,3.0,no
17987.442183163737,52.2490365,20.9987744,2.0,brick,blockOfFlats,1956.0,yes,no,not known,no,43.24,no,8.0,3.0,yes
15393.902807123452,52.25141,21.08236,1.0,brick,tenement,1954.0,no,no,not known,no,33.13,no,4.0,3.0,yes
13636.363636363636,52.24381,20.91702,3.0,brick,blockOfFlats,1994.0,yes,no,not known,no,77.0,no,10.0,9.0,no
11369.23076923077,52.2329,21.2252,4.0,brick,blockOfFlats,2010.0,no,yes,not known,yes,65.0,yes,2.0,1.0,yes
17475.0,52.1308248,21.0645995,2.0,brick,apartmentBuilding,2003.0,yes,yes,premium,no,40.0,no,11.0,3.0,no
21995.073891625616,52.22752,21.01262,2.0,brick,blockOfFlats,1961.0,yes,no,not known,no,40.6,yes,8.0,7.0,yes
16996.55765920826,52.2061165,20.969095,3.0,concreteSlab,blockOfFlats,1966.0,no,no,not known,no,46.48,no,4.0,3.0,no
25925.925925925927,52.2461923,21.0058478,1.0,concreteSlab,blockOfFlats,1964.0,yes,yes,not known,no,33.75,no,10.0,9.0,yes
15014.164305949009,52.1839327,20.97875,2.0,brick,blockOfFlats,1955.0,no,no,low,no,35.3,no,2.0,1.0,yes
20763.358778625956,52.2693286,20.9818745,3.0,brick,apartmentBuilding,2018.0,yes,no,not known,yes,65.5,yes,8.0,5.0,no
19621.66405023548,52.23984,21.15513,3.0,brick,apartmentBuilding,2021.0,yes,yes,not known,yes,63.7,yes,5.0,5.0,no
23382.978723404256,52.23078999999999,21.01335,2.0,concreteSlab,blockOfFlats,1960.0,yes,yes,not known,no,47.0,no,6.0,3.0,no
16842.105263157893,52.27031,20.9659,2.0,concreteSlab,blockOfFlats,1973.0,yes,yes,not known,no,47.5,no,10.0,3.0,yes
23062.86035719308,52.23681,21.06608,3.0,brick,blockOfFlats,2016.0,yes,yes,not known,yes,71.11,no,6.0,2.0,no
16183.673469387755,52.18297,21.05778,3.0,concreteSlab,blockOfFlats,1975.0,no,yes,not known,no,49.0,no,10.0,8.0,no
13576.77902621723,52.3333619,20.94914709,2.0,brick,apartmentBuilding,2004.0,yes,yes,premium,no,53.4,no,8.0,6.0,no
18658.536585365855,52.22475,21.065598,3.0,brick,apartmentBuilding,2001.0,yes,yes,not known,yes,82.0,no,4.0,1.0,no
11073.253833049403,52.2091,21.0503,3.0,concreteSlab,blockOfFlats,1970.0,yes,no,not known,no,58.7,no,10.0,5.0,yes
19163.081736409855,52.1993,21.0127,2.0,brick,blockOfFlats,1960.0,no,yes,low,no,51.14,no,4.0,3.0,yes
18765.74307304786,52.2693226,20.9803687,2.0,brick,tenement,1933.0,no,no,not known,no,39.7,no,2.0,2.0,yes
18888.88888888889,52.2338,21.1228,3.0,brick,blockOfFlats,2021.0,yes,yes,not known,yes,63.0,yes,6.0,6.0,no
13459.158415841584,52.27609,21.08469,3.0,brick,apartmentBuilding,2015.0,no,no,not known,no,64.64,no,3.0,2.0,no
12242.857142857143,52.2490197,21.08340444,2.0,brick,blockOfFlats,1956.0,no,no,low,no,49.0,no,4.0,4.0,yes
9774.436090225563,52.29883575,21.04664711,3.0,concreteSlab,blockOfFlats,1976.0,yes,no,low,no,53.2,no,10.0,9.0,no
20024.044883783063,52.19281,21.05597,3.0,brick,apartmentBuilding,2005.0,yes,yes,low,no,74.86,no,6.0,1.0,no
20220.4228520018,52.22083,20.9557,2.0,brick,blockOfFlats,2021.0,yes,yes,not known,no,44.46,yes,8.0,7.0,no
16900.0,52.21280855,21.06586025,2.0,brick,apartmentBuilding,2005.0,yes,yes,premium,yes,50.0,no,6.0,6.0,no
20999.40001714237,52.23529,20.98012,6.0,brick,apartmentBuilding,2011.0,yes,yes,not known,yes,116.67,yes,7.0,7.0,no
13741.191543882127,52.3175,20.96879,3.0,brick,apartmentBuilding,2023.0,yes,yes,not known,no,62.44,yes,8.0,7.0,no
17666.666666666668,52.24419,21.10846,1.0,concreteSlab,blockOfFlats,1970.0,no,no,not known,no,33.0,no,1.0,1.0,no
17361.11111111111,52.19278,20.93286,2.0,brick,blockOfFlats,2023.0,yes,yes,not known,no,36.0,no,7.0,2.0,no
12131.715771230502,52.1909390802961,21.1794523581314,2.0,brick,tenement,1936.0,no,no,not known,no,40.39,yes,1.0,1.0,yes
20217.904077277322,52.22706,21.01232,3.0,brick,tenement,1950.0,yes,yes,not known,no,89.03,no,7.0,4.0,yes
10469.924812030074,52.29886,21.04661,3.0,concreteSlab,blockOfFlats,1976.0,yes,no,not known,no,53.2,no,10.0,10.0,no
17101.252963088384,52.2376349,20.9892229,3.0,concreteSlab,blockOfFlats,1975.0,yes,yes,low,no,59.06,no,11.0,9.0,yes
22903.225806451614,52.17606,20.99991,1.0,brick,blockOfFlats,2019.0,yes,yes,not known,no,31.0,yes,8.0,2.0,no
14616.148715765574,52.3386706,21.0474499,3.0,brick,apartmentBuilding,2017.0,yes,yes,premium,yes,70.47,no,2.0,1.0,no
25983.14606741573,52.258557,20.9750963,2.0,brick,apartmentBuilding,2012.0,yes,yes,not known,yes,56.96,no,5.0,2.0,no
14014.191244544372,52.3289879,21.0076793,4.0,brick,blockOfFlats,2023.0,yes,no,not known,yes,75.61,no,5.0,4.0,no
15850.007091192738,52.1518641,21.0008774,3.0,brick,blockOfFlats,2022.0,yes,yes,not known,yes,70.51,no,3.0,1.0,no
29464.285714285714,52.2522608,21.0028005,2.0,brick,apartmentBuilding,2007.0,yes,yes,not known,yes,56.0,no,4.0,3.0,no
13573.758608191374,52.19126789,21.06223822,3.0,brick,blockOfFlats,1970.0,no,yes,not known,no,55.18,no,5.0,4.0,yes
17049.180327868853,52.20606,21.0661,3.0,brick,blockOfFlats,2018.0,no,yes,not known,no,61.0,no,2.0,2.0,no
17771.0843373494,52.24257,21.07206,3.0,concreteSlab,blockOfFlats,1970.0,yes,yes,not known,no,49.8,no,7.0,5.0,no
14468.603942288153,52.2333751,20.9571835,2.0,concreteSlab,blockOfFlats,1970.0,no,no,not known,no,49.21,no,4.0,2.0,yes
18026.315789473683,52.139771,21.057616,5.0,brick,blockOfFlats,2001.0,yes,yes,low,yes,76.0,no,5.0,5.0,yes
14283.92857142857,52.211459975000004,21.0465942,2.0,brick,blockOfFlats,2000.0,yes,yes,not known,no,56.0,no,4.0,2.0,no
12585.192592592593,52.23669,21.03083,6.0,brick,blockOfFlats,2012.0,yes,yes,not known,no,135.0,no,6.0,6.0,no
16500.0,52.189725,21.0124139,2.0,concreteSlab,blockOfFlats,1962.0,no,no,low,yes,36.6,no,3.0,2.0,yes
12018.518518518518,52.3091813,21.0583328,2.0,brick,apartmentBuilding,2002.0,no,no,not known,no,54.0,yes,2.0,2.0,no
28551.020408163266,52.2157,21.04175,2.0,brick,tenement,1929.0,no,yes,not known,no,49.0,no,3.0,2.0,no
13514.089285714286,52.310146,21.060692,2.0,brick,blockOfFlats,2008.0,no,yes,not known,yes,56.0,no,3.0,3.0,no
20131.291028446387,52.20628,21.04692,2.0,brick,blockOfFlats,2005.0,yes,yes,not known,yes,45.7,no,10.0,2.0,no
12500.0,52.2933234,20.928664,3.0,brick,apartmentBuilding,2011.0,yes,no,not known,no,80.0,yes,5.0,2.0,no
17519.466073414904,52.1453497,21.0548101,3.0,brick,blockOfFlats,2003.0,yes,yes,premium,yes,89.9,no,6.0,4.0,yes
17824.954936911676,52.20403000000001,20.96635,3.0,concreteSlab,blockOfFlats,1970.0,no,yes,not known,no,49.93,no,4.0,4.0,yes
16987.17948717949,52.1846701,21.0106472,4.0,brick,apartmentBuilding,2020.0,yes,yes,premium,yes,78.0,no,8.0,1.0,no
15513.496742165686,52.26214,21.03643,1.0,brick,tenement,1897.0,no,no,not known,no,32.23,yes,2.0,2.0,no
15500.0,52.23992,21.09953,2.0,concreteSlab,blockOfFlats,1970.0,yes,yes,low,no,38.0,no,6.0,6.0,yes
19776.119402985074,52.18874,21.07546,3.0,brick,blockOfFlats,2015.0,no,yes,not known,no,67.0,no,3.0,1.0,no
16556.16942909761,52.28832735,21.07996888,2.0,brick,apartmentBuilding,2010.0,yes,no,not known,yes,54.3,no,4.0,1.0,no
13967.882234861157,52.34162,21.04225,3.0,brick,blockOfFlats,2021.0,yes,no,not known,no,59.78,yes,4.0,1.0,no
22164.276401564537,52.22307715,20.98507007,3.0,brick,blockOfFlats,1999.0,yes,yes,not known,no,76.7,no,16.0,2.0,no
21523.17880794702,52.2346688,20.9907818,2.0,brick,apartmentBuilding,2010.0,yes,yes,not known,yes,45.3,yes,15.0,12.0,no
15144.23076923077,52.16516,21.07009,2.0,brick,apartmentBuilding,2010.0,yes,yes,not known,no,41.6,no,4.0,1.0,no
15950.0,52.2289318,21.1107951,2.0,brick,blockOfFlats,2022.0,yes,no,not known,no,52.0,no,7.0,3.0,no
15827.586206896553,52.1863,20.95735,1.0,brick,apartmentBuilding,1999.0,yes,yes,not known,no,29.0,no,5.0,4.0,no
17333.333333333332,52.24351,21.0862925,3.0,brick,apartmentBuilding,2008.0,yes,no,not known,no,75.0,no,10.0,7.0,no
14365.939663053416,52.13412,21.01452,3.0,brick,blockOfFlats,2010.0,no,yes,not known,yes,76.57,yes,1.0,1.0,no
25500.0,52.25985845,20.96819105,3.0,brick,blockOfFlats,2018.0,yes,no,not known,yes,68.0,no,6.0,3.0,no
21903.809523809523,52.25302983,21.00691763,3.0,brick,tenement,1950.0,no,no,premium,no,105.0,no,4.0,3.0,no
15960.099750623442,52.20671,21.01714,3.0,brick,tenement,1942.0,no,no,not known,no,100.25,no,4.0,2.0,no
16648.14814814815,52.19858,20.88504,3.0,brick,blockOfFlats,2019.0,yes,yes,not known,no,54.0,no,6.0,6.0,no
17967.914438502674,52.17292,21.05425,3.0,brick,blockOfFlats,2008.0,no,no,not known,no,93.5,no,4.0,2.0,no
20422.222222222223,52.23923,21.13655,2.0,brick,blockOfFlats,2020.0,no,yes,not known,yes,45.0,no,5.0,5.0,no
18437.5,52.20427,20.94949,3.0,brick,blockOfFlats,2006.0,yes,yes,not known,no,64.0,yes,6.0,2.0,no
21085.245352537262,52.2012734,21.0109725,3.0,brick,tenement,1953.0,yes,no,not known,no,59.71,no,5.0,5.0,yes
18945.3125,52.2493891,20.9869385,1.0,brick,tenement,1940.0,no,no,premium,no,25.6,no,4.0,2.0,no
18963.296844816487,52.17513,21.01188,1.0,concreteSlab,blockOfFlats,1975.0,yes,yes,not known,no,31.06,no,10.0,8.0,yes
19154.991243432574,52.27988866,20.92060805,2.0,brick,blockOfFlats,2008.0,yes,no,premium,no,45.68,no,15.0,4.0,no
13342.8981348637,52.310146,21.060692,3.0,brick,blockOfFlats,2004.0,no,yes,not known,yes,69.7,no,3.0,1.0,no
14862.148190695003,52.1972325,20.87951695,4.0,brick,apartmentBuilding,2014.0,yes,yes,premium,yes,69.64,no,3.0,2.0,no
23099.721059972107,52.185504300000005,20.9938209,3.0,brick,blockOfFlats,2017.0,yes,yes,not known,yes,57.36,no,8.0,2.0,no
16149.461684610515,52.20076,21.03529,2.0,brick,blockOfFlats,1965.0,no,yes,not known,no,47.37,no,3.0,2.0,yes
13370.967741935483,52.18314,21.13598,3.0,brick,apartmentBuilding,2019.0,no,yes,not known,yes,62.0,no,3.0,1.0,no
17000.0,52.18291,21.05761,3.0,concreteSlab,blockOfFlats,1970.0,no,no,not known,no,47.0,no,4.0,4.0,no
16653.846153846152,52.18476999999999,21.01093,4.0,brick,apartmentBuilding,2020.0,yes,no,not known,no,78.0,yes,8.0,1.0,no
21900.0,52.21738,21.01907,2.0,brick,tenement,1955.0,yes,no,not known,no,63.0,yes,5.0,5.0,yes
13649.727005459892,52.27325625,20.96371224,2.0,concreteSlab,blockOfFlats,1968.0,no,yes,low,no,47.62,no,4.0,1.0,yes
15942.028985507246,52.24222,20.99893,2.0,brick,tenement,1955.0,no,yes,not known,no,41.4,no,4.0,3.0,yes
30000.0,52.2296756,21.0122287,2.0,brick,tenement,1956.0,yes,yes,not known,no,50.0,no,7.0,5.0,no
17843.13725490196,52.20484,21.06762,3.0,brick,blockOfFlats,2024.0,yes,yes,not known,no,51.0,yes,4.0,4.0,no
17964.071856287424,52.2333751,20.9571835,1.0,brick,tenement,1956.0,yes,no,low,no,33.4,no,6.0,3.0,no
14848.484848484848,52.222,21.0936,3.0,concreteSlab,blockOfFlats,1986.0,yes,yes,not known,yes,66.0,no,10.0,2.0,yes
15600.0,52.2317575,20.9944598,2.0,concreteSlab,blockOfFlats,1968.0,yes,no,low,no,37.5,no,12.0,6.0,yes
13211.543553084457,52.173390000000005,21.15688,3.0,brick,apartmentBuilding,2021.0,no,yes,not known,yes,75.54,no,1.0,1.0,no
12972.972972972973,52.2933234,20.928664,2.0,concreteSlab,blockOfFlats,1967.0,yes,no,not known,no,37.0,no,10.0,9.0,yes
13787.085514834207,52.22753,21.09689,3.0,concreteSlab,blockOfFlats,1983.0,yes,no,not known,no,57.3,no,12.0,2.0,yes
11940.298507462687,52.2823819,21.0653678,3.0,brick,blockOfFlats,1986.0,no,yes,low,yes,67.0,no,2.0,1.0,yes
23966.666666666668,52.25809999999999,21.0363,1.0,brick,tenement,1936.0,yes,no,premium,no,30.0,no,3.0,1.0,no
13333.333333333334,52.24195585,20.91921932,4.0,brick,blockOfFlats,1996.0,no,no,not known,no,120.0,no,2.0,2.0,yes
16090.58402860548,52.1884958,20.9933099,3.0,brick,apartmentBuilding,2012.0,yes,yes,not known,yes,83.9,no,10.0,1.0,yes
19087.136929460583,52.25182,21.08265,2.0,brick,tenement,1957.0,no,no,not known,no,36.15,no,4.0,4.0,yes
19575.856443719415,52.2673477,20.9759896,3.0,brick,tenement,1960.0,yes,no,not known,no,61.3,no,5.0,5.0,no
15980.0,52.1921455,20.9205129,2.0,brick,apartmentBuilding,2018.0,yes,no,premium,yes,50.0,no,5.0,5.0,no
25888.88888888889,52.23633365,20.9954258,2.0,concreteSlab,blockOfFlats,1970.0,yes,yes,not known,no,27.0,no,15.0,8.0,no
17105.263157894737,52.194157,21.0346955,3.0,brick,apartmentBuilding,2019.0,yes,no,not known,yes,76.0,no,7.0,1.0,no
19092.7995840915,52.23214,21.0267,3.0,brick,tenement,1960.0,yes,no,not known,yes,76.94,no,6.0,4.0,no
21995.073891625616,52.2277126,21.012302,2.0,concreteSlab,blockOfFlats,1960.0,yes,no,not known,no,40.6,no,8.0,7.0,no
18818.18181818182,52.2246682,20.9294302,2.0,brick,blockOfFlats,2020.0,yes,yes,premium,yes,44.0,no,7.0,7.0,no
9765.625,52.3289879,21.0076793,3.0,brick,blockOfFlats,2023.0,no,no,not known,yes,64.0,yes,4.0,1.0,no
17460.31746031746,52.21059,21.04576,2.0,brick,tenement,1939.0,no,yes,not known,no,63.0,no,3.0,2.0,yes
16022.099447513812,52.20865,21.03852,2.0,brick,tenement,1967.0,no,no,not known,no,54.3,no,3.0,1.0,yes
19392.523364485984,52.1565403,21.0558674,3.0,brick,apartmentBuilding,2004.0,yes,yes,premium,yes,85.6,no,2.0,1.0,yes
24228.419654714475,52.15452,21.07295,3.0,brick,apartmentBuilding,2012.0,yes,yes,not known,yes,75.3,yes,4.0,2.0,no
14076.190476190477,52.140271,21.058925,2.0,concreteSlab,blockOfFlats,1980.0,yes,yes,low,no,52.5,no,10.0,9.0,yes
20554.272517321016,52.2092249,21.0661627,2.0,brick,apartmentBuilding,2014.0,yes,yes,premium,no,43.3,no,4.0,2.0,no
29921.052631578947,52.22749,20.95576,2.0,brick,apartmentBuilding,2022.0,yes,yes,not known,no,38.0,yes,27.0,10.0,no
19285.714285714286,52.20658,20.93737,2.0,brick,apartmentBuilding,2021.0,yes,no,not known,no,42.0,no,4.0,3.0,no
20085.209981740718,52.23135,20.93743,2.0,brick,blockOfFlats,2008.0,yes,yes,not known,no,49.29,no,7.0,5.0,no
14123.159303882196,52.32664085,20.95126111,3.0,brick,apartmentBuilding,2012.0,yes,yes,premium,yes,59.76,no,3.0,2.0,no
14024.005053695513,52.1561434,21.0555017,3.0,brick,blockOfFlats,1997.0,no,no,not known,no,79.15,no,3.0,2.0,no
18421.052631578947,52.172569,21.03062801,3.0,concreteSlab,blockOfFlats,1974.0,yes,yes,low,no,57.0,no,10.0,5.0,yes
18211.53846153846,52.204167,21.014722,3.0,brick,tenement,1963.0,no,no,not known,yes,52.0,no,4.0,2.0,yes
14925.373134328358,52.260584099999996,21.0423124,3.0,brick,blockOfFlats,2002.0,yes,no,not known,no,67.0,no,5.0,5.0,yes
18381.533910838793,52.1766760243918,21.0424909774824,2.0,brick,apartmentBuilding,2019.0,yes,no,premium,yes,47.33,yes,6.0,5.0,no
18921.052631578947,52.225,21.03484,2.0,concreteSlab,blockOfFlats,1966.0,yes,no,not known,no,38.0,no,10.0,4.0,no
13417.910447761195,52.24786,21.08582,3.0,brick,blockOfFlats,2000.0,no,yes,not known,no,67.0,no,4.0,1.0,no
17420.62377072211,52.20841,20.89911,2.0,brick,blockOfFlats,2020.0,yes,yes,not known,no,35.59,yes,4.0,2.0,no
13194.472222222223,52.3225,21.04778,2.0,brick,apartmentBuilding,2010.0,yes,yes,not known,no,36.0,yes,3.0,1.0,no
16744.18604651163,52.17038,21.07595,2.0,concreteSlab,blockOfFlats,1978.0,no,yes,not known,no,43.0,no,4.0,2.0,yes
15009.041591320072,52.18658,21.06206,2.0,brick,blockOfFlats,2006.0,yes,yes,not known,no,55.3,yes,9.0,4.0,no
13552.631578947368,52.3096,20.9837,2.0,brick,apartmentBuilding,2006.0,no,no,not known,yes,38.0,no,3.0,3.0,no
24685.607824871917,52.2285786,20.9313217,2.0,brick,apartmentBuilding,2018.0,yes,yes,premium,yes,42.94,no,7.0,5.0,no
14475.271411338961,52.19988,20.90823,4.0,brick,blockOfFlats,1994.0,no,yes,not known,no,82.9,no,5.0,5.0,no
29000.0,52.266535,20.9780796,2.0,concreteSlab,blockOfFlats,1960.0,no,yes,not known,no,50.0,no,3.0,2.0,yes
10530.612244897959,52.2474306,21.0817949,6.0,brick,blockOfFlats,2000.0,no,yes,not known,no,122.5,no,4.0,2.0,yes
15488.372093023256,52.1911438,20.90545282,3.0,brick,blockOfFlats,2008.0,yes,yes,not known,yes,64.5,no,7.0,5.0,no
19900.89514066496,52.13796205,21.06430634,3.0,brick,blockOfFlats,2006.0,yes,yes,premium,yes,62.56,no,5.0,1.0,no
15540.54054054054,52.27716,20.91381,3.0,brick,blockOfFlats,2000.0,yes,no,not known,no,74.0,yes,10.0,9.0,no
18125.0,52.17358035,20.99596798,3.0,brick,apartmentBuilding,2015.0,yes,no,low,yes,80.0,no,6.0,2.0,no
19281.045751633985,52.19002,20.90016,2.0,brick,apartmentBuilding,2013.0,yes,no,not known,no,30.6,yes,8.0,8.0,no
13000.0,52.2515862,20.8828065,3.0,brick,blockOfFlats,2008.0,yes,yes,not known,no,75.0,no,4.0,4.0,yes
10613.207547169812,52.1806,21.101,5.0,brick,blockOfFlats,2006.0,no,yes,premium,no,106.0,yes,3.0,2.0,no
18461.53846153846,52.22428,20.97076,2.0,brick,apartmentBuilding,2017.0,yes,no,not known,no,39.0,yes,6.0,4.0,no
17754.662840746056,52.23771000000001,20.98655,3.0,concreteSlab,blockOfFlats,1975.0,yes,yes,not known,no,55.76,no,10.0,9.0,no
15000.1,52.24671,20.95752,2.0,brick,blockOfFlats,1984.0,no,yes,not known,no,50.0,no,4.0,1.0,yes
13980.0,52.3238,20.9375,2.0,brick,blockOfFlats,2008.0,yes,yes,low,yes,50.0,yes,4.0,4.0,yes
17585.365853658535,52.262,21.0418,2.0,brick,apartmentBuilding,2008.0,yes,no,not known,yes,41.0,no,5.0,5.0,no
